job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
RN UTILIZATION MGMT FULL-TIME DAY,"Martin Luther King, Jr. Community Hospital",2026-06-09,Remote,On-site,Full-time,Days,Must Be Licensed In: California,$52.25 - $80.99 Hourly,"POSITION SUMMARY The RN Utilization Management (RN UM) functions as a support liaisons for a variety of UM functions which may include: the e-TAR process, denials management, and the UM process. Coordinates care submission relating to the process of health care utilization from the point of patient admission to discharge. Assignments may also include management of the clinical denials process in collaboration with finance team. Processes will include arrangement and coordination of documentation for inpatient admissions with continued and extended hospital stays, and discharge review that determine medical necessity. The RN UM will complete and coordinate MCG as needed related to Observation patients including contact with insurance for authorization as needed. The RN UM ensures high quality care and efficiency of utilization available through healthcare resources, facilities, and services substantiating health plan reimbursement categories. This role communicates with the interdisciplinary care team to support the UR process and care management criteria. ESSENTIAL DUTIES AND RESPONSIBILITIES RN Utilization Management staff may work as assigned in one of the following assignments: ETARS management and/or denials management as well as routine UM functions (insurance authorizations, clinical reviews, and liaison) : Daily coordination of support documents pertaining to the DNFB List of Medi-Cal patients. Ensures completion of patient records and attachments prior to submitting them to Medi-Cal via e-TAR. Assist with tracking submitted e-TARS to ensure deferrals and denials are followed-up within a timely fashion. Reports e-TAR support progress and delays to Manager or Director of care management. Participates in interdisciplinary team and department of revenue meetings to discuss e-TAR work flow, documentation necessity (attachments), process improvement, and submission timeliness. Identifies and reviews observation patients daily; performs concurrent MCG/electroni",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-06-10T12:22:34.828315
CLINICAL QUALITY SPECIALIST (RN),Included Health,2026-06-09,Remote,Remote,Full-time,Days,"Must Be Licensed In: State Of Residency, Any State","$73,700 - $106,128 Salary","The Clinical Quality Specialist (RN) is a nurse who helps ensure the quality, safety, and value of the member journey at Included Health. This role focuses on how members experience care across all touch points-virtual visits, messages and calls, follow-up communications, and navigation-so that each interaction delivers high-quality, evidence-based care, supports strong clinical outcomes, and remains affordable and appropriate. A core part of this role is supporting clinical safety, accuracy, and oversight of our integrated AI tools. Working under the guidance of the Clinical Quality and Safety leadership team, the Clinical Quality Specialist uses nursing judgment to review AI-assisted outputs, surface risks, and help ensure AI-enabled workflows remain clinically credible, safe, and member-centered. This is a P1 professional individual contributor role: you will execute defined workflows, contribute clinical insight to reviews and investigations, and support cross-functional improvement efforts, while building your skills in quality, safety, and AI-enabled care. #LI-Remote Key Responsibilities: Member Journey Quality, Safety, and Value Review charts, calls, messages, and other member interactions to assess quality, safety, and member experience across the care journey, using standardized tools and criteria. Apply nursing judgment to identify potential clinical risks, gaps in care, or documentation issues, and escalate concerns to quality and safety leaders as appropriate. Help ensure individual visits and touch points follow clinical protocols and support appropriate, affordable utilization (e.g., avoiding unnecessary ER visits and duplication of services). Support intake and basic triage of member complaints, grievances, and escalations, documenting clearly and routing high-risk or complex issues to leadership. Summarize findings from reviews in clear, concise case notes and reports that help cross-functional partners understand what happened and what needs",https://app.nursefern.com,Quality,NurseFern,2026-06-10T12:22:36.934065
APPEALS REGISTERED NURSE,WPS Health Solutions,2026-06-09,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$66,000 - $68,000 Salary","The Appeals Nurse examines medical records and claims information for first-level appeal cases to determine whether services provided were medically necessary and meet Medicare coverage guidelines in accordance with Medicare regulations and policies. The Appeals RN works in collaboration with the Appeals Examiners/Reps to ensure redeterminations are medically reviewed as needed and completed timely. Salary Range 66-68k The base pay offered for this position may vary within the posted range based on your job-related knowledge, skills, and experience. Work Location We are open to remote work in the following approved states: Colorado, Florida, Georgia, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, New Jersey, North Carolina, Ohio, South Carolina, Texas, Virginia, Wisconsin How do I know this opportunity is right for me? If you are interested in the following activities: Review and assess first-level appeal cases for denied services, ensuring all relevant medical documentation, coding, and clinical information are provided to support the appeal. Conduct comprehensive medical record reviews to determine the clinical necessity of services and make recommendations for resolution based on clinical guidelines, policy, and the medical necessity of care. Prepare and submit written appeal letters, including comprehensive rationales and supporting clinical evidence. Ensure timely follow-up on all appeals and ensure proper resolution is reached in accordance with company policies and external regulations. Maintain awareness of healthcare laws, regulations, and policies relevant to the appeals process, ensuring all actions comply with regulatory and contractual requirements. Work with and provide directions to Redetermination Representatives to ensure all redeterminations, which require a clinical decision, are responded to within CMS quality and timelines standards. Minimum Qualifications Associate's (ASN) or Bachelor's Degree in Nursing (BSN). Activ",https://app.nursefern.com,Denials & Appeals,NurseFern,2026-06-10T12:22:39.081376
CALL CENTER REGISTERED NURSE,OpenLoop,2026-06-09,Remote,Remote,Full-time,"Days, 10hr shifts",Must Be Licensed In: Compact,$0 - $0 Salary,"We have a relatively flat organizational structure here at OpenLoop. Everyone is encouraged to bring ideas to the table and make things happen. This fits in well with our core values of Autonomy, Competence and Belonging, as we want everyone to feel empowered and supported to do their best work. About the Role This position will support our inbound call center. Occasionally will conduct outbound calls. Your role will involve assessing patient needs, offering medical advice, coordinating care plans, ensuring optimal health outcomes, and providing an outstanding patient experience. Provide medication administration support, recommendations for managing side effects from medications, and care plan support. Engage with patients in a courteous and empathetic manner, demonstrating sensitivity to their healthcare needs and concerns. Complete detailed documentation of patient care interactions in the ticketing system and electronic medical record. Collaborate with healthcare providers, clinical leaders and other team members to follow up on any issues or discrepancies identified during care interactions. Maintain confidentiality and adhere to HIPAA regulations when handling patient information. Participate in ongoing training and professional development activities to stay updated on OpenLoop Health process, healthcare regulations, and best practices. Meet productivity targets and quality standards established by the organization. Complete additional project work as assigned to support continuous improvement of team operations and patient experience. Other duties as assigned Requirements Must have active and unencumbered compact licensure in good standing along with the eligibility to obtain 50 state licensure. At minimum, RN must have an active compact license. This license MUST be reflected on a current CV or provided upon application to be considered. Must live in the state in which the Compact was granted to be considered Associate degree in Nursing (A.",https://app.nursefern.com,Triage,NurseFern,2026-06-10T12:22:41.184393
REGISTERED NURSE - PEDIATRICS & FERTILITY SPECIALIST,WIN,2026-06-09,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,$0 - $0 Salary,"Location Remote - United States Employee Type FT Exempt Required Degree 4 Year Degree Manage Others No Minimum Experience 5 Years careers@win-healthcare.com Description Registered Nurse - Pediatrics & Fertility Specialist Employment Type: Full-Time (FTE) Location: Remote About The Role We are seeking a compassionate and experienced Registered Nurse (RN) with strong clinical expertise in both pediatrics and fertility care to support individuals and families throughout their family-building journeys. This unique role requires a dual-focus skill set, providing guidance across pediatric considerations and fertility treatment pathways while helping members navigate some of life's most meaningful milestones. Key Responsibilities Provide consultative support for both pediatric and fertility-related needs Educate members on fertility treatments alongside pediatric considerations Support care planning before, during, and after pregnancy Collaborate with fertility specialists and interdisciplinary care teams Assist members in navigating benefits, services, and care resources Maintain accurate documentation while supporting clinical quality standards Qualifications Active Registered Nurse (RN) license Minimum of 5 years of combined experience in both pediatrics AND fertility care (experience in both is required) Strong understanding of child development and family-centered care Experience delivering patient education and consultative care Job Requirements Proven hands-on clinical experience in both pediatrics and fertility care environments Ability to manage consultative conversations across diverse patient needs Strong communication skills with a focus on education and empathy Comfort working in a remote setting and collaborating with virtual care teams Ability to navigate care resources, benefits, and treatment pathways effectively High attention to detail in documentation and adherence to clinical quality standards",https://app.nursefern.com,"Case Management (CM), Nurse Consultant",NurseFern,2026-06-10T12:22:43.288838
CLINICAL HEALTH ADVOCATE (PART-TIME),Galileo,2026-06-09,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,$27 - $27 Hourly,"The Clinical Health Advocate is an integral part of our care team, owning patient relationships and quarter backing a collaborative care plan that drives meaningful impact in our patients' lives. We're looking for a teammate who is an innate people person, loves helping others, and has a knack for tenacious problem solving. This is a part-time (up to 24 hours/week) hybrid role. You'll spend time in the field, traveling to see patients within Aroostook County or working from an office based in Presque Isle, with some remote work from home possibilities. This is a 50% clinical and 50% administrative role with general work hours scheduled Monday through Friday from 8am-5pm ET. Here's what you'll do: Clinical At patient visits, obtain and document vital signs (blood pressure, temperature, pulse, respirations, weight, height) in the EHR Perform venipuncture and capillary blood collection for laboratory testing following proper phlebotomy protocols Collect, process, and ready any specimens for laboratory analysis Administer immunizations and injections (as able) and per physician orders while maintaining accurate vaccine records Assist providers with minor procedures and examinations as needed When in the Field, relay pertinent environmental advantages/disadvantages that will impact the patients well-being to the care team, completing physical and social screenings as assigned by the provider Educate patients on treatment plans, medications, and follow-up care as directed by providers Document patient interactions, clinical data, and care activities accurately in the electronic health record Carry out Pop Health care gap closures efforts and sprints as needed per payer contract Ensure proper sterilization and maintenance of medical equipment Follow infection control protocols and maintain compliance with safety standards Be available for field and urgent deployment within your market region even on unplanned field days Connect folks with the various Galileo services",https://app.nursefern.com,Case Management (CM),NurseFern,2026-06-10T12:22:47.494706
CASE MANAGER,BlueCross BlueShield of Tennessee,2026-06-09,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, Tennessee",$0 - $0 Salary,"The High-Cost Claim team at BCBST is seeking a compassionate and highly skilled RN Case Manager to support members with advanced and multifaceted healthcare needs. In this role, you will provide comprehensive, member-centered care for individuals with complex and chronic conditions, including high-risk diagnoses, through a proactive, advocacy-driven approach. You will collaborate across multidisciplinary teams to coordinate care, reduce barriers, and improve health outcomes while supporting cost-effective utilization of services and reducing unnecessary ED and inpatient utilization. Success in this position requires the ability to manage a dynamic caseload with strong critical thinking, attention to detail, and exceptional telephonic and digital communication skills. The ideal candidate brings a strong clinical foundation combined with care coordination expertise, including: Experience in acute care settings such as ED, ICU, or Med-Surg Background in case management, transitions of care, or discharge planning Experience supporting members with complex needs is highly valued, including: Chronic conditions (e.g., CHF, COPD, diabetes) Behavioral health needs Home and community-based care This experience strengthens the ability to develop effective discharge plans and prevent avoidable readmissions. Candidates should also demonstrate the ability to: Assess and manage complex needs in a telephonic and digital environment Navigate care across the continuum Effectively engage members to drive adherence and outcomes Strong technical proficiency is essential, along with a willingness to leverage enterprise-approved digital and AI tools to enhance care delivery, documentation, and operational efficiency. Job Responsibilities Supporting utilization management functions for more complex and non-routine cases as needed. Serving as a liaison between members, providers and internal/external customers in coordination of health care delivery and benefits programs. Overseei",https://app.nursefern.com,Case Management (CM),NurseFern,2026-06-10T12:22:55.889300
BH CASE MANAGER (FEDERAL EMPLOYEE PROGRAM),BlueCross BlueShield of Tennessee,2026-06-09,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, Tennessee",$0 - $0 Salary,"BlueCross BlueShield of Tennessee (BCBST) is seeking a skilled and compassionate Behavioral Health Case Manager to join the FEP Population Health team. This role supports members with behavioral health needs and conditions , ensuring they receive timely, coordinated, and highquality care. Team members play a critical role in guiding individuals through complex behavioral health situations while delivering a compassionate and seamless member experience. The ideal candidate brings a strong background in behavioral health and telephonic member engagement, with FEP experience considered a valuable asset. They are energized by meaningful member interactions and excel at empathetic listening, clear communication, and proactive problem solving. A Certified Case Manager (CCM) credential is highly preferred, along with adaptability, initiative, and experience managing complex behavioral health patient needs. Successful candidates are confident navigating challenging situations, building trust over the phone, and making a genuine impact through exceptional service. This is an opportunity to make a meaningful impact every day by helping individuals lead healthier, more fulfilling lives through comprehensive care management. Note: RN Case Managers must be available for occasional lateshift rotation (9 am-6 pm Central / 10 am-7 pm Eastern). Although we are based in Chattanooga, TN, this is a fully remote role. Sponsorship is not available for this position. At BCBST, we foster a culture where innovation is encouraged, including the responsible use of AI-enabled tools to support everyday work. As roles become more advanced, employees are expected to leverage AI, guided by established workflows, templates, and policies, to improve how we serve our members. Job Responsibilities Supporting utilization management functions for more complex and non-routine cases as needed. Serving as a liaison between members, providers and internal/external customers",https://app.nursefern.com,Case Management (CM),NurseFern,2026-06-10T12:22:57.986436
Registered Nurse-Care Manager,SSM Health,2026-06-06,"Bridgeton, MO, United States",Hybrid,Regular | Perm Employee,Regular | Perm Employee,Hybrid,,"It's more than a career, it's a callingMO-SSM Health Bridgeton McKelveyWorker Type:RegularJob Highlights:Hybrid: Candidate must be able to reach the office within an hour3221 McKelvey Road,Bridgeton, MOScheduleMonday-Friday, 8:00 AM - 4:30 PM during training. After training, flexible hours of 7:30 AM - 4:00 PM or 8:30 AM - 5:00 PM are allowed.KEY SKILLSComputer savvy. Ability to work in a fully telephonic role. Critical thinking skills. Ability to work somewhat autonomously.Job Summary:Utilizes skilled intervention, clinical best practice knowledge and collaboration with the patient, physician and multidisciplinary treatment team to pace care, achieve quality outcomes and negotiate appropriate reimbursement. Ensures the timely and seamless clinical transition of patients through medically appropriate levels of care.Job Responsibilities and Requirements:PRIMARY RESPONSIBILITIESReviews all patients identified for review to determine the medical necessity and appropriateness of enrollment in the care management program.Assesses all assigned patients and integrates family information from social work to collaboratively determine potential, actual and the next level of care needed.Holds, interprets, and integrates the patient's story into the overall multidisciplinary plan of care.Coordinates and facilitates access to services and patient care progression using best practice interventions that will produce favorable patient outcomes.Collaborates with physicians, nursing, social work, and multiple disciplines, departments, payers, and agencies to eliminate barriers to efficient delivery of care in the appropriate setting.Actively participates in clinical performance improvement activities as assigned.Builds a network of positive working relationships that advocate for the patient.Documents clinical activity in the medical record and supports and coaches accurate clinical documentation by physicians and others.Pursues continuing education in area of expertise/leadership.Works in a constant state of alertness and safe manner.Performs other duties as assigned.EDUCATIONGraduate of accredited school of nursing or education equivalency for licensingEXPERIENCETwo years' registered nurse experiencePHYSICAL REQUIREMENTSFrequent lifting/carrying and pushing/pulling objects weighing 0-25 lbs.Frequent sitting, standing, walking, reaching and repetitive foot/leg and hand/arm movements.Frequent use of vision and depth perception for distances near (20 inches or less) and far (20 feet or more) and to identify and distinguish colors.Frequent use of hearing and speech to share information through oral communication. Ability to hear alarms, malfunctioning machinery, etc.Frequent keyboard use/data entry.Occasional bending, stooping, kneeling, squatting, twisting and gripping.Occasional lifting/carrying and pushing/pulling objects weighing 25-50 lbs.Rare climbing.REQUIRED PROFESSIONAL LICENSE AND/OR CERTIFICATIONSState of Work Location: IllinoisRegistered Professional Nurse (RN) - Illinois Department of Financial and Professional Regulation (IDFPR)State of Work Location: MissouriRegistered Nurse (RN) Issued by Compact StateOrRegistered Nurse (RN) - Missouri Division of Professional RegistrationWork Shift:Day Shift (United States of America)Job Type:EmployeeDepartment:8149000125 Value Based CareScheduled Weekly Hours:40Benefits:SSM Health values our exceptional employees by offering a comprehensive benefits package to fit their needs.Paid Parental Leave:we offer eligible team members one week of paid parental leave for newborns or newly adopted children (pro-rated based on FTE).Flexible Payment Options:our voluntary benefit offered through DailyPay offers eligible hourly team members instant access to their earned, unpaid base pay (fees may apply) before payday.Upfront Tuition Coverage:we provide upfront tuition coverage through FlexPath Funded for eligible team members.SSM Health is an equal opportunity employer. SSM Health does not discriminate on the basis of race, color, religion, national origin, age, disability, sex, sexual orientation, gender identity,pregnancy, veteran status,or any other characteristic protected by applicable law.",https://click.appcast.io/t/2Uxme4ksI531WHkxJhHbfkvKcSj6iuz87Kw4wznDK1-6fLUNkT6wnS6uhd0HRf8-,"Case Management | Care Management, Entry Level, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-06-10T12:21:47.766235
Registered Nurse -Care Manager,SSM Health,2026-06-05,"Madison, WI, United States",Hybrid,Regular | Perm Employee,Regular | Perm Employee,"Hybrid, Training On-Site",,"It's more than a career, it's a callingWI-SSM Health West BeltlineWorker Type:RegularJob Highlights:Schedule:8:00 am - 4:30 pm Monday - FridayLocation:Wisconsin Regional Office - West Beltline Highway, MadisonThis role focuses heavily on providing patient education, guidance, and resources related to chronic disease management.Candidates with prior care management experience are strongly preferred.This position transitions to a hybrid schedule following completion of the initial orientation period (approximately three months), as long as all productivity expectations are met. Hybrid work arrangement is not available at the start of employment in this role.Job Summary:Utilizes skilled intervention, clinical best practice knowledge and collaboration with the patient, physician and multidisciplinary treatment team to pace care, achieve quality outcomes and negotiate appropriate reimbursement. Ensures the timely and seamless clinical transition of patients through medically appropriate levels of care.Job Responsibilities and Requirements:PRIMARY RESPONSIBILITIESReviews all patients identified for review to determine the medical necessity and appropriateness of enrollment in the care management program.Assesses all assigned patients and integrates family information from social work to collaboratively determine potential, actual and the next level of care needed.Holds, interprets, and integrates the patient's story into the overall multidisciplinary plan of care.Coordinates and facilitates access to services and patient care progression using best practice interventions that will produce favorable patient outcomes.Collaborates with physicians, nursing, social work, and multiple disciplines, departments, payers, and agencies to eliminate barriers to efficient delivery of care in the appropriate setting.Actively participates in clinical performance improvement activities as assigned.Builds a network of positive working relationships that advocate for the patient.Documents clinical activity in the medical record and supports and coaches accurate clinical documentation by physicians and others.Pursues continuing education in area of expertise/leadership.Works in a constant state of alertness and safe manner.Performs other duties as assigned.EDUCATIONGraduate of accredited school of nursing or education equivalency for licensingEXPERIENCETwo years' registered nurse experiencePHYSICAL REQUIREMENTSFrequent lifting/carrying and pushing/pulling objects weighing 0-25 lbs.Frequent sitting, standing, walking, reaching and repetitive foot/leg and hand/arm movements.Frequent use of vision and depth perception for distances near (20 inches or less) and far (20 feet or more) and to identify and distinguish colors.Frequent use of hearing and speech to share information through oral communication. Ability to hear alarms, malfunctioning machinery, etc.Frequent keyboard use/data entry.Occasional bending, stooping, kneeling, squatting, twisting and gripping.Occasional lifting/carrying and pushing/pulling objects weighing 25-50 lbs.Rare climbing.REQUIRED PROFESSIONAL LICENSE AND/OR CERTIFICATIONSState of Work Location: IllinoisRegistered Professional Nurse (RN) - Illinois Department of Financial and Professional Regulation (IDFPR)State of Work Location: MissouriRegistered Nurse (RN) Issued by Compact StateOrRegistered Nurse (RN) - Missouri Division of Professional RegistrationState of Work Location: OklahomaRegistered Nurse (RN) Issued by Compact StateOrRegistered Nurse (RN) - Oklahoma Board of Nursing (OBN)State of Work Location: WisconsinRegistered Nurse (RN) Issued by Compact StateOrRegistered Nurse (RN) - Wisconsin Department of Safety and Professional ServicesWork Shift:Day Shift (United States of America)Job Type:EmployeeDepartment:8149000069 Value Based CareScheduled Weekly Hours:40Benefits:SSM Health values our exceptional employees by offering a comprehensive benefits package to fit their needs.Paid Parental Leave:we offer eligible team members one week of paid parental leave for newborns or newly adopted children (pro-rated based on FTE).Flexible Payment Options:our voluntary benefit offered through DailyPay offers eligible hourly team members instant access to their earned, unpaid base pay (fees may apply) before payday.Upfront Tuition Coverage:we provide upfront tuition coverage through FlexPath Funded for eligible team members.SSM Health is an equal opportunity employer. SSM Health does not discriminate on the basis of race, color, religion, national origin, age, disability, sex, sexual orientation, gender identity,pregnancy, veteran status,or any other characteristic protected by applicable law.",https://click.appcast.io/t/LpDRYJ0RzQio7jiENfupCeA-4AChPEQvT-Tvvod_2zrZDpN6h5m_zaV6gSlqWvjK,"Case Management | Care Management, Entry Level, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-06-10T12:21:47.853349
