job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
NURSE EDUCATOR CONSULTING SERVICES- ACCREDITATION,,2026-07-16,Remote,Hybrid,Full-time,,"Must Be Licensed In: State Of Residency, Any State, United States",,"Ascend Learning, a leading healthcare and learning technology company, is the connection between a powerful portfolio of brands serving students, educators, and employers with outcomes-based, data-driven solutions across the lifecycle of learning. From testing to certification, Ascend Learning products are used by physicians, emergency medical professionals, nurses, allied health professionals, certified personal trainers, financial advisors, skilled trades professionals and insurance brokers. Headquartered in Burlington, MA, with additional office locations and hybrid and remote workers in cities across the U.S., Ascend Learning was recognized by Newsweek and Plant-A Insights Group as one of America's 2025 Greatest Workplaces as well as America's Best Places to work for Mental Well-Being for 2025. We're always looking for talented, passionate professionals to join us in our mission to help change lives. If this sounds like an environment where you'd thrive, read on to learn more. Ascend Learning's Nursing Category is fueled by a commitment to excellence as we support the full learning journey of future nurses. Our nursing brands - ATI, APEA, and NursingCE - offer evidence-based solutions designed to develop practice-ready nurses who are prepared for board certification and clinical practice. We use data analytics and engaging learning tools to help nursing students master core content. And we provide nursing education administrators and faculty with best-in-class support and expertise from some of the sharpest minds in nursing education. We aid nurse educators in understanding students' comprehension based on nearly two decades of data - including more than 12 million proctored assessments - that detail student learning and performance. The result is customers who are confident in their program offerings and positioned for healthy outcomes. WHAT YOU'LL DO As a Nurse Educator in Consulting Services- Accreditation, you'll be part of an enthusia",https://app.nursefern.com,Education,NurseFern,2026-07-17T10:48:15.489869
RN - CLINICAL TRAINING SPECIALIST (REMOTE),Johns Hopkins,2026-07-16,Remote,Remote,Full-time,Days,Must Be Licensed In: Maryland,$43.61 - $67.59 Hourly,"The incumbent will be responsible for the delivery of training modules on case management, disease specific conditions, disease management and population health, along with CM computer documentation systems and Disease Management Databases. This role supports clinical staff across Health Services which includes UM, Medical Directors, CM, Appeals, Pharmacy, etc. This position assists in the documentation process including training manuals, workflows, ""tips"" and updates. Participates in the assessment of training effectiveness and partners with our QA team which identifies trends. Assists in development of interventions to ensure workflow compliance. Tasks & Duties of this position: Conducts training sessions for JHHP staff using written materials, oral presentations and audio-visual equipment to assist groups in development of sound skills Assists in the development of programs that reflect the needs of the organization. Revises training programs based on evaluations and assessments. Analyzes and evaluates training programs for impact and effectiveness Identifies problem areas based on data integrity monitoring. Assists in design of interventions to address problem areas. Delivers interventions to end users Requirements: Education: Completion of an accredited Nursing Program (RN); BSN and/or MSW degree required Work Experience: Requires three years of managed care experience. Training or teaching experience required. Salary Range: Minimum 43.61/hour - Maximum 67.59/hour. Compensation will be commensurate with equity and experience for roles of similar scope and responsibility. In cases where the range is displayed as a $0 amount, salary discussions will occur during candidate screening calls, before any subsequent compensation discussion is held between the candidate and any hiring authority. The Hospital reserves the right to modify employee schedules as needed. We are committed to creating a welcoming and inclusive environment, where we embrace and celebrate",https://app.nursefern.com,Education,NurseFern,2026-07-17T10:48:17.636573
TRIAGE TELEPHONE NURSE,ECU Health,2026-07-16,Remote,Remote,Full-time,Days,Must Be Licensed In: North Carolina,$34.74 - $50.64 Hourly,"Responsible for providing triage (sorting/ prioritizing patients) telephone service to ensure prompt response to patient/ family calls to assess need to be seen, identify urgency to be seen and offer options for home care and self-management if appropriate Responsibilities Nurse talks directly to patients on the telephone and then directs them as appropriate to emergency care, WCU Health Symptom Management Clinic, or to see oncology provider during office hours. Ability to perform short evaluation of the patient's situation to estimate severity of illness and/or injury including learning about the chief complaint and, when possible, obtaining vital signs (fever, pulse, respiratory rate, pain, changes in color especially lips, hands, effort of breathing, audible breath sounds) and mental status information (sleeping more, lethargic, irritable), assessing pain, fatigue, and other symptoms related to current therapy/surgical intervention. Determines urgency need of seeing the patient based on brief assessment and on familiarity with the patient's condition and history. Uses approved oncology telephone triage protocols in written form. Confers with physician as needed. Sends those with high-risk chief complaints such as increased effort of breathing, shortness of breath, altered level of consciousness, bleeding, trauma, loss of consciousness, or first-time seizure activity to ED immediately or arranges for ambulance per protocol. May provide appropriate home care advice to those patients who do not need to go directly to the ED. Sets up appointments for patients who do not need to go to the ED But need to see a physician or arranges for appointment scheduler to make the appointment. Provides prescription refills per approved policy guidelines, directs other refill requests to the appropriate clinician as a pended prescription. Minimum Requirements ADN or higher is required. BSN preferred Minimum 5 years experience as RN Current NC or Compact RN license; Current CP",https://app.nursefern.com,Triage,NurseFern,2026-07-17T10:48:19.730823
NURSE SPECIALIST - AMBULATORY TRIAGE,University of Miami,2026-07-16,Remote,Remote,Full-time,,Must Be Licensed In: Florida,$0 - $0 Salary,"The University of Miami/UHealth Department of Neurological Surgery has an exciting opportunity for a remote full time Nurse Specialist - Ambulatory Triage. The Nurse Specialist assesses a healthcare facility's nursing practice and its impact on patient outcomes. Moreover, the incumbent provides direction to nursing staff in the delivery of patient care programs in an outpatient clinical setting, and acts as a change agent, mentor, and leader. An employee in this position ensures nursing staff sustain an established level of competency. CORE JOB FUNCTIONS Performs medical tests in patients to diagnose their health condition. Interprets laboratory test results of patients. Recommends treatment plan for patients based on diagnosis. Counsels individuals and patients on positive health practices. Provides the latest cost-effective nursing practices. Collaborates with other team of experts to outline best treatment for patients. Performs holistic evaluation of specialty population, making use of enhanced proven techniques and procedures to achieve better results. Implements the improvement of patient care, and healthcare policies and resources. Mentors other healthcare professionals by functioning as a preceptor or coordinating preceptors for visiting professionals, students, new graduates, and orienteers. Maintains professional knowledge by affiliating with professional and technical organizations, and participating in applicable continuing education programs, conferences, seminars, and workshops. Adheres to University and unit-level policies and procedures and safeguards University assets. Department Specific Functions Provides specialized outpatient nursing support to patients with complex cranial and spinal conditions and diagnosis's by triaging, symptom assessment, care coordination, and/or prescribing medications and/or treatments as directed by physicians/providers. Identifies and prioritizes nursing care needs for patients/families. Establishes met",https://app.nursefern.com,Triage,NurseFern,2026-07-17T10:48:21.836034
"PHYSICIAN ASSISTANT OR NURSE PRACTITIONER - VIRTUAL BEHAVIORAL HEALTH - DENVER, CO",UCHealth,2026-07-16,Remote,Remote,Full-time,,"Must Be Licensed In: Compact, Colorado","$114,941 - $158,524 Salary","At UCHealth, our mission is simple - to improve lives. That starts with you. We improve lives through fresh ideas, innovative approaches and an unwavering commitment to world-class care. The UCHealth Virtual Behavioral Health Clinic is ready to welcome a Physician Assistant or Nurse Practitioner to their team. The ideal candidate will be enthusiastic, interested in working full-time and focused on excellent patient care. At UCHealth, we believe each person is extraordinary, and together, we make extraordinary possible. Responsibilities: Obtains patient history and performs assessment via observation, interview, and examination. Orders, performs and interprets diagnostic procedures. Provides direct treatment and management of health conditions via prescriptive authority or referral to other healthcare providers or community resources. Provides counseling and education of patients and their families/caregivers concerning preventative health, treatment options and community resources. Performs preventative health assessments, screening, immunizations and care. Within scope of job, requires critical thinking skills, decisive judgement and the ability to work with minimal supervision. Must be able to work in a fast-paced environment and take appropriate action. REQUIRED: 2+ years of experience working with pediatric and adult patients as an advanced practice provider in Behavioral Health. Family Nurse Practitioner candidates must have full prescriptive authority to be considered for this position. We know how fast the world of healthcare is changing, and we push ourselves to stay ahead of the curve. The UCHealth Medical Group is physician led and employs nearly 2,000 physicians and advanced practice providers who aim to anticipate and address patients' every health need. We call on providers in every career stage and specialty to lead and provide direction for the future of healthcare at UCHealth. Apply today. This position will be open for a minimum of 3 days and wi",https://app.nursefern.com,Telehealth,NurseFern,2026-07-17T10:48:28.129973
MINUTE CLINIC VIRTUAL CARE NURSE PRACTITIONER - PRN,CVS Health,2026-07-16,Remote,Remote,PRN/Per Diem,Days,"Must Be Licensed In: Mississippi, Tennessee, Texas",$37.66 - $90.13 Hourly,"This is a PRN position; provider must be able to provide a minimum of 9 hours of availability per week including every third weekend. Qualified candidates must hold a current, unrestricted license in MS, TN, or TX. If hired, must be willing and able to obtain additional licensure. The Minute Clinic Virtual Care Nurse Practitioner (Provider) delivers patient care services through a remote technology platform. You will work in collaboration with a dedicated team of professionals as you independently provide holistic, evidenced based care inclusive of accurate assessment, diagnosis, treatment, management of health problems, health counseling, and disposition planning for our patients ranging in age 18 months and above. Encounters are documented utilizing Epic. WORKING ENVIRONMENT: Dedicated virtual care providers must meet minimum requirements for remote care delivery, including: broadband connectivity, a quiet setting with a neutral background to conduct visits from, and the ability to uphold patient privacy per CVSH guidelines. Ability to hardwire into connection preferred. While performing the duties of the job, the employee is regularly required to interact with customers in a remote manner, site, write, operate the computer and phone, speak intelligibly, and hear patient responses. Specific vision abilities include the ability to view and read a computer screen and other electronic devices Responsibilities: Provide holistic, evidenced based care inclusive of accurate assessment, diagnosis, treatment, management of health problems, health counseling, and disposition planning for our patients. This includes education and treatment for pregnancy prevention, STI Prevention and safer sex practices. Evaluate primary care, acute, chronically ill, and transitional care patients, in addition to providing healthcare education and counseling, and disposition planning for our patients ranging in age 18 months and above. Provide patient counseling; inclusive of preg",https://app.nursefern.com,Telehealth,NurseFern,2026-07-17T10:48:34.429153
CLINICAL QUALITY RN - REMOTE MST,UnitedHealth Group,2026-07-16,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,"$60,200 - $107,400 Salary","At UnitedHealthcare, we're simplifying the health care experience, creating healthier communities and removing barriers to quality care. The work you do here impacts the lives of millions of people for the better. Come build the health care system of tomorrow, making it more responsive, affordable and equitable. Ready to make a difference? Join us to start Caring. Connecting. Growing together. The Clinical Quality RN will be responsible for conducting quality of care (QOC) investigation, review and management of the regulatory Incident/Accident/Death (IAD) portal, documenting and communicating findings from these reviews, and preparing reports or summaries for internal and external customers. This position collaborates with the Chief Medical Officer or other Medical Directors to review QOC and other investigations and ensures that QOC investigations comply with all applicable State, Federal, and regulatory requirements. These activities are used to ensure care and services provided to our members are timely, adequate, and compliant with regulatory and professional standards and guidelines. If you are willing to work 8:00am - 5:00pm Mountain Standard Time zone, you will have the flexibility to work remotely* as you take on some tough challenges. Primary Responsibilities: Perform clinical documentation review of inpatient and outpatient care delivered to adults and children with Medicaid, Medicare health care benefits through Arizona United Health Care Community Plans for peer review and internal investigations of Quality of Care concerns Create professionally written case investigation summaries for Peer Review, present case summaries at the Provider Advisory Committee as applicable Review plans of correction from providers in response to a substantiated QOC occurrence Effectively interface with external customers, facilities, members and providers to resolve quality of care concerns, obtain medical records and other information Conduct delegated oversight",https://app.nursefern.com,Quality,NurseFern,2026-07-17T10:48:36.530288
APPEALS RESOLUTION ANALYST II - RN,Horizon Blue Cross Blue Shield,2026-07-16,Remote,Remote,Full-time,Days,Must Be Licensed In: New Jersey,"$79,100 - $105,945 Salary","This position is responsible for handling all Utilization Management medical appeal cases. Ensures that timeliness guidelines are met and appeal handled in compliance with regulatory requirements of various agencies including but not limited to NCQA,URAC and NJ/Federal regulations. Provides mentoring and clinical liaison support to appeals staff. Performs special projects as assigned by management What You'll Do Assesses patient's clinical need against established guidelines and standards to ensure that the level of care and length of stay of the patient are medically appropriate for inpatient stay. Evaluates the necessity, appropriateness and efficiency of medical services and procedures by inpatient facilities. Performs review of medical records and prepares medical records for review by Medical Director as appropriate. Investigates and resolves complicated appeals, coordinating with legal department as necessary and handles appeals concerning pre existing conditions. Investigates and resolves high priority cases involving DOBI and Executive inquiries. Prepares and presents appeals to Appeals Committee in accordance with criteria including coordination with independent URO. Conducts presentations of appeals process to internal customers and works with Delegate and Vendor Oversight to assist vendors in establishing procedures to ensure their appeals process complies with requirements. Plans appropriate allocation of resources to provide quality patient care in the most cost effective manner. Documents accurately and comprehensively based on the standards of practice and current organization policies. Interacts and communicates with facilities, physicians and or members/families, either telephonically and or on site striving for continuity and efficiency as the member is managed along the continuum of care. Evaluates care by problem solving, analyzing variances and participating in the quality improvement program to enhance member outcomes. Facilitates",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Denials & Appeals",NurseFern,2026-07-17T10:48:38.625846
Nurse Practitioner Clinical Reviewer Team Lead,TapestryHealth,2026-07-11,,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,,"ABOUT US:TapestryHealth is the driving force behind the highest level of innovative medical care for post-acute communities. Our team is comprised of healthcare experts who leverage the latest technology to provide turnkey solutions and deliver face-to-face care to patients. We offer an entrepreneurial culture where innovation is valued, employees have a voice, and we prioritize continuous improvement.POSITION SUMMARY:As the Team Lead of CCM department, you will provide assistance to a clinical manager. You will be responsible for chart reviews, onboarding process, support APPRs with clinical educations/auditing and RPMI assignments.PRIMARY RESPONSIBILITIES:Provide assistance with on-boarding newly hired APPRsBe a resource and provide ongoing clinical education specific to chronic care managementAssure that the staff has the basic resources to get their work down in an efficient manner.Participate in committees that directly enhance the work of chronic care management.Conduct occasional chart reviews to assure that processes are followed.Be a liaison working with various departments for example Human Resources, IT and Credentialing department to assure that staff is appropriately trained and credentialedMonitor various chats/conversations and answer questionsAssist with RPMI assignments and trainingComplete at least 50 % of expected productivity for chart reviewsUnderstand, promote, and adhere to our workplace values of accountability, integrity, growth mindset, innovation, compassion, and partnershipMinimum RequirementsMust have an active and unrestricted license in TX, CA or NJ. MSN with National Board Certification (AANP or ANCC)FNP/AGNPAt least 2 years of APP experience preferably in primary care, SNF/LTAC, chronic care management. Remote work experience beneficial.PCC, Teams, Microsoft officeDetail oriented, fast-paced environment, exceptional communication skills, ability to work independently and in a teamSchedule:Week 13 full weekdays, standard business hours with every other weekendWeek 2Monday-Friday, standard business hoursThe anticipated salary range for this role is $115K-125K.This remote position follows a location-based compensation structure. The posted salary range represents the potential pay range across various U.S. geographic markets. Actual compensation will be determined based on the candidate's primary work location, experience, qualifications, and internal equity considerations, in accordance with applicable pay transparency laws.",https://recruitingbypaycor.com/career/JobIntroduction.action?clientId=8a7883c683620a4f01837b965f64083f&id=8a7883a89efb878d019f37fb20224904&source=LinkedInLimited&code=&fromAggregate=false&qToken=&applicant_guid=,"Advanced Practice Nurse, Auditing, Case Management | Care Management, Management | Leadership, Quality",Remote Nurse Connection,2026-07-17T10:47:31.022803
"Clinical Specialist, MCS - East Bay, CA",Abbott,2026-07-11,"California, United States",Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,"$61,300.00 - $122,700","Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries.JOB DESCRIPTION:Job DescriptionWorking at AbbottAt Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You'll also have access to:Career development with an international company where you can grow the career you dream of.Employees can qualify for free medical coverage in our Health Investment Plan (HIP) PPO medical plan in the next calendar yearAn excellent retirement savings plan with high employer contributionTuition reimbursement, the"" target=""_blank"" rel=""noopener noreferrer"">FreeUeducation benefit - an affordable and convenient path to getting a bachelor's degree.A company recognized as a great place to work in dozens of countries around the world and named one of the most admired companies in the world by Fortune.A company that's recognized as one of the best big companies to work for as well as a best place to work for diversity, working mothers, female executives, and scientists.Heart FailureLeading an active lifestyle is important to the many people we serve. In Abbott's Heart Failure division, we're advancing the treatment of heart and vascular disease through breakthrough medical technologies in electrophysiology and heart failure, allowing people to restore their health and get on with their lives.What You'll Work On- Key point of contact for clinical issues for assigned territory customers.- Training and educating customers on Abbott products per the approved educational materials and IFU's.- Heartline and Travel Call responsibility.- Attending implants to provide clinical support according to approved educational materials.- Strategic planning and execution to improve clinical outcomes and business objectives within territory.- Effective and timely management of territory clinical issues, and process related issues, including: monthly reports, Concur expense reporting, SFA input, and PEC reporting.- Effective communication and collaboration with territory team, clinical team, training and education, marketing, technical support and management teams.- Communicate regularly with Clinical Manager.- Awareness of and adherence to Advamed guidelines.- Active continuing education to stay current on the clinical issues impacting MCS.- Evaluates clinical and educational needs of customers.- Designs, develops and implements quality educational programs.- Actively participates in the communication of concepts and ideas designed to benefit customer support and educational efforts.- Tracks industry trends to alert marketing to new product direction.- Provides input into the strategic and tactical planning process.- Responsible for providing technical and clinical support to customers and sales team.- Coordinates and assists with the training of all centers in an assigned geographical region.- Maintains contact with customers in order to assess clinical and educational needs.- Evaluates customer needs and recommends appropriate product modifications.- Creates, maintains, and updates educational materials.- Assists in the promotion of Abbott's product to prospective clients in cooperation with the sales team.- Evaluates product viability and planned product improvements and modifications.- Completes clinical reports as requested by management, and completes all additional documentation requested by management in a timely basis.- Protects and acts responsibly toward all company equipment and confidential information.- Provides support at Tradeshows as requested by management.Required Qualifications- Undergraduate Degree in Nursing or some other medical discipline. Graduate Degree desirable.- 3-5 years heart failure experience or equivalentpreferred.- Background in Nursing, Circulatory Support orCardiology.Preferred Qualifications- Nursing (ICU or CCU), clinical publications, and group presentations desirable.- Computer literacy.- Highly motivated, have excellent written and verbal communications skills, great desire to help others, composed under stress and well organized.- MCS (mechanical circulatory support) experience highly desirable.Learn more about our health and wellness benefits, which provide the security to help you and your family live full lives:[www.abbottbenefits.com](http://www.abbottbenefits.com)Follow your career aspirations to Abbott for diverse opportunities with a company that can help you build your future and live your best life. Abbott is an Equal Opportunity Employer, committed to employee diversity.Connect with us at"" target=""_blank"" rel=""noopener noreferrer"">[www.facebook.com/Abbott](http://www.facebook.com/Abbott)and on Twitter @AbbottNews.The base pay for this positi...",https://abbott.wd5.myworkdayjobs.com/abbottcareers/job/United-States---California---Sacramento/Clinical-Specialist--MCS---East-Bay--CA_31155945-1?utm_source=remotenurseconnection&utm_medium=jobboard,"Biotech | Health Tech | Medical Device, Clinical Consultant, Critical Care, Entry Level, Registered Nurse | RN",Remote Nurse Connection,2026-07-17T10:47:31.143342
