job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
ONCOLOGY RN,Color,2026-08-21,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,,"We are seeking a dedicated and experienced oncology registered nurse. In this role, you will deliver comprehensive cancer care remotely, providing support, education, and clinical interventions to our members. You will be instrumental in designing our oncology clinic and improving outcomes for those we serve. The ideal candidate brings extensive oncology experience, a mastery of telehealth technology, and an unwavering commitment to patient advocacy. If you are driven to dismantle the barriers of a fragmented healthcare system, we invite you to join us. How You'll Contribute: Serve as a first & main point of contact for cancer patients and their caregivers, conducting comprehensive clinical and needs assessments to identify and address patient concerns. Collaborate as a core member of the multidisciplinary care team, including oncologists, primary care providers, survivorship providers, genetic counselors, care advocates & other support team members, to provide high quality care and fill in gaps in patient care. Provide compassionate, empathetic care, establishing close, trust-based relationships with patients, and going above and beyond to help and support the patient and their family through some of the hardest health events they are facing. Throughout the patient journey, actively engage with patients to address their clinical needs or issues, such as symptom management, care escalations, nutritional support, provider referrals, and planning for in-person care appointments via phone, async messaging, and video communication. Collaborate with Care Advocates to address non-clinical support and care needs Help develop clinical protocols and best practices in close collaboration with other Color Care Team members. Participate in care team sessions to monitor member progress, provide updates, and collaborate on targeted support plans. Maintain thorough and detailed documentation of encounters with patients. Our Ideal Candidate Will Have: Bachelor of Sci",https://app.nursefern.com,"Case Management (CM), Nurse Consultant",NurseFern,2026-08-21T09:37:29.668169
RESOURCE RN - POP HEALTH - NC - REMOTE,Cityblock,2026-08-21,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, North Carolina","$85,000 - $91,000 Salary","This is a 100% remote position. Candidates must hold an active North Carolina RN license or a Compact RN license that permits practice in North Carolina. Familiarity with North Carolina communities, healthcare resources, and the populations served is preferred The Resource RN provides nursing support to members with low-acuity, short-term clinical needs. This role does not carry an assigned member panel; instead, the Resource RN works from a task-based queue to address targeted clinical needs. Responsibilities include providing clinical education, delivering focused interventions, and supporting care transitions following inpatient or emergency department visits. Care is delivered virtually and in person, as appropriate. The Resource RN also conducts chart reviews and evaluates clinical data to identify members who may require higher levels of care management or short-term clinical intervention. Key Responsibilities Outreach to members while admitted inpatient or after inpatient or emergency department discharge to conduct focused transitions of care assessments. Outreach to case managers for members that are admitted inpatient to assist with discharge planning as needed. Complete self-efficacy and condition-specific screeners including behavioral health tools like PHQ-9, GAD-7, AUDIT, or DAST-10, to identify members requiring behavioral health programming. Conduct in-person clinical exams if appropriate and collaborate with care team members to determine if a different intensity program placement is needed. Conduct comprehensive medication reconciliation and address contracted and company-prioritized quality gaps, ensuring proper chart documentation and appropriate ICD or CPT coding as evidence of gap closure. Triage referrals from the Population Health Partner for short term clinical interventions and chronic disease management. Meet members in various community settings such as homes,shelters, or hospitals, serving as an extender of care team providers",https://app.nursefern.com,"Case Management (CM), Quality",NurseFern,2026-08-21T09:37:31.806244
MEDICAL REVIEW NURSE,St. Croix Hospice,2026-08-21,Remote,Remote,Full-time,Days,"Must Be Licensed In: Compact, Illinois, Michigan, Minnesota",$0 - $0 Salary,"At St. Croix Hospice we guide patients and families through the end-of-life journey. Through compassionate care, we focus on our patient's quality of life, empowering them to make the most of their time with dignity, comfort and respect. If you are ready to be part of an extraordinary team of caregivers, then come work where you matter. Medical Review Nurse Position Overview The Medical Review Nurse is an experienced nurse responsible for the monitoring, implementation and evaluation of processes and programs to ensure they meet regulatory, accreditation and standards of practice. Essential Functions and Skills Responsible for the implementation and monitoring of the organization's quality assessment performance improvement (QAPI) program. Monitors and measures activities related to QAPI as assigned. Implements quality improvement activities utilizing continuous quality improvement principles and methodologies. Implements established schedule for clinical record review and data collection. Compiles, trends, and reports quality data in the following areas: patient care, safety, risk management, infection control, outcomes, and customer satisfaction. Works collaboratively with nursing department to assure documentation is complete and consistent with care and reflects regulatory/legal requirements. Responsible for implementing processes to monitor and evaluate safety, risk management and infection control programs. Implements monitoring activities for safety, risk management, and infection control. Assists with mandatory in-service programs on OSHA regulations for safety and infection control as requested. Acts as resource to staff in identifying safety and risk management issues for patients and staff. Reviews all incident reports for completeness, risk, standard of care determination and appropriate follow-up. Trends data and makes recommendations related to trends identified. Maintains current knowledge related to home care safety and infection",https://app.nursefern.com,Quality,NurseFern,2026-08-21T09:37:33.913447
REGISTERED NURSE II - TRIAGE (5382),,2026-08-21,Remote,Remote,Full-time,Days,Must Be Licensed In: California,$51 - $59.13 Hourly,"POSITION SUMMARY: Under the general supervision of the Center Director or RN Supervisor IV the Registered Nurse II is responsible for providing patient triage in person and telephonically. The Registered Nurse II will demonstrate that they are capable and competent in providing patient care and providing support for the providers, health centers, support staff and other site or program-based RNs. The Registered Nurse II will conduct patient triage, respond to patients concerns, provide education and consultation, review symptoms, vaccination counseling and education, provide lab results, participating in the ongoing education of support staff and collaborating with medical providers to ensure optimal health of our patient populations Essential Functions * Ability to make quick decisions, multitask and handle stress; strong written and verbal communication skills; ability to work as part of a team; interpersonal skills; compassion. * Assists in planning and coordinating appropriate agency and community responses to disease outbreaks; participates on public health emergency response teams as needed. * Records patients medical histories, performs diagnostic tests, administers medications, and develops patient care plans in conjunction with the primary care team. * Conducts co-visits and assists providers during examinations and procedures, operating and monitoring medical equipment as needed. * Supports and enhances the patients' physical and emotional stability; explains nature of illness, plan of care, procedures and treatments to patient, family, and significant others. * Performs nursing procedures and designated medical treatments within scope of authority; observes and assesses patients' conditions and behavior; reports significant changes to physician. * In addition to assessing patients experiencing symptoms, the Registered Nurse II will need to triage the patient and relay their condition to the care team. * Participate in the co",https://app.nursefern.com,Triage,NurseFern,2026-08-21T09:37:36.014400
Case Manager RN - Weekends,LifeBridge Health,2026-08-20,United States,Remote,Regular | Perm Employee,Regular | Perm Employee,Remote,,"Summary:Work Schedule: This is a remote role that requires every Saturday and Sunday commitment.JOB SUMMARY: The Inpatient Care Manager, in collaboration with the clinical team and medical provider, provides discharge planning coordination and intervention. The Care Manger strives to promote patient wellness, improved care outcomes, efficient utilization of health services and minimize denials of payment among a patient population with complex health needs.REQUIREMENTS: Basic professional knowledge; equivalent to a Bachelor's degree; working knowledge of theory and practice within a specialized field. BSN required from CCNE accredited schools. This requirement will be lifted for LBH candidates employed as a Utilization Review Nurse, Clinical Care Coordinator, Patient Care Integrator or RN Case Manager.Credentials:Essential: Registered Nurse LicenseExperience:Essential: 5-7 yearsPay Range: $40.12 to $62.19 Based On ExperienceBenefits:Medical, dental, and vision coverage starting the first of the month after hire, plus wellness programs and mental health support403(b) retirement plan with employer match, pension, and life and disability insuranceTuition reimbursement toward advanced degrees and specialty certificationsGenerous paid time off, fitness discounts, and free on-site parkingAbout Northwest HospitalNorthwest Hospital is a full-service community hospital in Baltimore County serving Randallstown, Pikesville, Owings Mills, and beyond. As part of LifeBridge Health - one of the region's most comprehensive healthcare systems - Northwest delivers compassionate, high-quality care close to home, with a mission to improve the health of the communities we serve, and to take care of the people who take care of patients.About LifeBridge HealthLifeBridge Health is a dynamic, purpose-driven health system redefining care delivery across the mid-Atlantic and beyond, anchored by our mission to ""improve the health of people in the communities we serve."" Join us to advance health access, elevate patient experiences, and contribute to a system that values bold ideas and community-centered care.With over 14,000 employees, 130 care locations, and two million annual patient encounters, we combine strategic growth, innovation, and deep community commitment to deliver exceptional care anchored by five leading centers in Maryland.Our organization thrives on a culture of CARE BRAVELY-where compassion, courage, and urgency drive every decision, empowering teams to shape the future of healthcare.LifeBridge Health complies with applicable Federal civil rights laws and does not discriminate on the basis of race, color, national origin, age, disability, sex or sexual orientation and gender identity/expression. LifeBridge Health does not exclude people or treat them differently because of race, color, national origin, age, disability, sex or sexual orientation and gender identity/expression.",https://click.appcast.io/t/SZznh31gN2Fv2c3Bo9J4zwws0DTAP_Y3ZbYv4p8gw5gSX9TsBEBrcDMyoOdRPvaK,"Case Management | Care Management, Entry Level, Featured, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-08-21T09:36:41.669505
Utilization Review Assistant PRN,LifeBridge Health,2026-08-20,"Owings Mills, Maryland, United States",Remote,Regular | Perm Employee,Regular | Perm Employee,"In Person Meetings, Remote",,"Sinai Hospital's Utilization Review operates as a distinct specialty service line of physician advisors, nurses, and support staff who ensure hospital stays are clinically appropriate and fully covered by the patient's insurance. The team focuses on appropriate resource use, operational efficiency, and timely patient services while maintaining or improving quality of care.JOB SUMMARY:The Utilization Review Assistant is responsible for performing administrative and operational functions needed for the Utilization Review Department of Care Management and ensures excellent communication with third party payors and internal revenue cycle partners.This position is a primarily remote position and will come onsite to cover Admin Asst. when off.RESPONSIBILITIES:Efficiently and effectively assists with the daily operations for the Utilization Review functions of Sinai Hospital of Baltimore. Communicates relevant information effectively to healthcare team, third party payers and internal revenue cycle partners. Manages payor calls and facilitates communication between payors and UR nurses. Faxes clinical reviews and updates to insurance companies when needed. Maintains, updates, and files insurance lists. Maintains logs for insurance, denials and appeals. Maintains Utilization and Appeals filing system. Accesses online payor portals for authorizations and denials and letters. Completes Livanta appeals. Receive Notice of Eligibility and logs information. Upload clinical information to Telligen/ Qualitrac. Performs data system entry and reporting daily. Back-up to the Care Management Administrative Assistant the following duties will be assigned: Organizes day to day departmental functions and acts as a care management departmental resource. Notifies leadership of operational problems. Maintains copies of letters sent to the patient and physicians in the Care Management Drive.REQUIREMENTS:Formal working knowledge: equivalent to an Associate's degree (2 years college) preferred1-3 years of administrative experience requiredPatient registration experience is strongly preferredMust Live in One of the Following Districts/States: District of Columbia, Maryland, Pennsylvania, Virginia, West VirginiaPay Range: $17.00 to $24.75 Based On ExperienceBenefits:Medical, dental, and vision coverage starting the first of the month after hire, plus wellness programs and mental health support403(b) retirement plan with employer match, pension, and life and disability insuranceTuition reimbursement toward advanced degrees and specialty certificationsGenerous paid time off, fitness discounts, and free on-site parkingAbout Sinai HospitalSinai Hospital of Baltimore is a nationally recognized academic medical center, a designated Level II Trauma Center, and the largest community hospital in Maryland. As part of LifeBridge Health - one of the region's most comprehensive healthcare systems - Sinai delivers advanced care with a mission to improve the health of the communities we serve, and to take care of the people who take care of patients.About LifeBridge HealthLifeBridge Health is a dynamic, purpose-driven health system redefining care delivery across the mid-Atlantic and beyond, anchored by our mission to ""improve the health of people in the communities we serve."" Join us to advance health access, elevate patient experiences, and contribute to a system that values bold ideas and community-centered care.With over 14,000 employees, 130 care locations, and two million annual patient encounters, we combine strategic growth, innovation, and deep community commitment to deliver exceptional care anchored by five leading centers in Maryland.Our organization thrives on a culture of CARE BRAVELY-where compassion, courage, and urgency drive every decision, empowering teams to shape the future of healthcare.LifeBridge Health complies with applicable Federal civil rights laws and does not discriminate on the basis of race, color, national origin, age, disability, sex or sexual orientation and gender identity/expression. LifeBridge Health does not exclude people or treat them differently because of race, color, national origin, age, disability, sex or sexual orientation and gender identity/expression.",https://click.appcast.io/t/FKiLf48REXCMXzv97w0b0DthJNfnJigfnKDjNNonXCvmnn2e-28U9WcuOh4OnJ3e,"Entry Level, Potential for New Grad Nurse (No nursing license required), Sponsored, Utilization Management | Utilization Review",Remote Nurse Connection,2026-08-21T09:36:41.781534
CLINICAL DOCUMENTATION IMPROVEMENT SPECIALIST (REMOTE)-5,The Ohio State University,2026-08-20,Remote,Remote,Full-time,Days,Must Be Licensed In: Ohio,$0 - $0 Salary,"The Clinical Documentation Improvement Specialist (CDIS) is a nurse or other clinically qualified individual who is responsible for concurrent review of inpatient medical records to identify opportunities for improving the quality of medical record documentation. Opportunities include identification of cases where diagnoses and procedures are either absent, not stated in appropriate terminology, or are not appropriately recorded. The CDIS will confer with the appropriate caregiver on the additional documentation that may be required. The Documentation Specialist's goal is to achieve a complete medical record by the time of patient discharge in order to ensure quality documentation that reflect the patients' diagnoses, treatments, and severity of illness, and to facilitate and enhance the coding and DRG assignment process. Position Summary This position supports initiatives to improve the quality of documentation by all caregivers within the Ohio State University Health System with specific emphasis on improving documentation to support the coding process which ultimately improves the organization's performance on quality measures and on the Case Mix Index (CMI) which is critical to the financial health of the organization. The CDIS follows The Joint Commission (TJC), Medicare and third party payer documentation guidelines and the official guidelines for assigning ICD- 10-CM diagnosis and procedure codes in efforts to continually improve the quality of medical record documentation. The CDIS provides assistance to the attending physician and other health care providers in the patient care documentation process. MINIMUM REQUIRED QUALIFICATIONS Bachelor's Degree in Nursing. Registered Nurse. 2 years of relevant experience required. 2-4 years of relevant experience preferred. Screen reader users may encounter difficulty with the online application. For assistance with applying, please contact hr-accessibleapplication@osu.edu. If you have questions while submitting an",https://app.nursefern.com,Clinical Documentation Integrity (CDI),NurseFern,2026-08-21T09:37:38.115707
CLINICAL QUALITY LEAD,Float Health,2026-08-20,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,"$102,000 - $112,000 Salary","Float is seeking a Clinical Quality Lead to own the nursing judgment at the center of our quality program. Quality in a nurse marketplace works differently than in a traditional staff-model agency. Float nurses are 1099 independent clinicians practicing across multiple states, pharmacy programs, and patient homes, exercising significant independent nursing judgment without another clinician present. Float does not create quality through visit-by-visit supervision - we create it through clear standards, effective education, reliable incident processes, and feedback loops that help excellent nurses succeed while identifying risk early. This role owns the clinical core of that system: defining what good care looks like, investigating what happens when care deviates from plan, and deciding what happens next. Reporting to the Clinical Nurse Manager, the Clinical Quality Lead sits within the Clinical Resource Team. This role exists because we believe a marketplace of independent nurses can deliver clinical quality that rivals or exceeds traditional care models when supported by the right systems. Float is proving this at a national scale. Mission for This Role Build a scalable clinical quality system that makes safe nursing care visible, measurable, and continuously improvable across every Float market, pharmacy partnership, and patient visit. What You'll Own Clinical Standards Define what high-quality clinical care looks like for a Float visit: adherence to provider orders, medication administration, infusion practice, assessment, monitoring, escalation, and documentation. Build and maintain clinical review criteria, decision frameworks, and escalation pathways that work within Float's independent contractor model. Define and monitor the clinical quality indicators that matter across the Float marketplace. Clinical Incident and Adverse Event Management Own the investigation and resolution of medication errors, adverse events, near misses, and clinical quality eve",https://app.nursefern.com,Quality,NurseFern,2026-08-21T09:37:40.215301
"RN UTILIZATION MANAGEMENT REVIEWER - REMOTE (OR, WA, AK)",PeaceHealth,2026-08-20,Remote,Remote,Full-time,Days,"Must Be Licensed In: Alaska, Oregon, Washington",$48.52 - $72.78 Hourly,"Join PeaceHealth in advancing compassionate, mission-driven care from wherever you are. PeaceHealth is looking for a skilled and motivated Registered Nurse Utilization Management (UM) Reviewer to join our dedicated team in a Full Time, Day Shift (1.0 FTE) role. If you enjoy analytical work and are energized by helping ensure patients receive the right care at the right time, this remote opportunity may be the perfect next step in your nursing career. Why You'll Love This Role As a Utilization Management Reviewer at PeaceHealth, you will play a key part in supporting safe, high-quality, and efficient patient care across our healthcare system. This position centers on concurrent and retrospective UM reviews, leveraging clinical expertise, payer policy knowledge, and technology tools to guide patient status determinations and promote appropriate utilization of hospital resources. You'll work fully remote*, with PeaceHealth-provided computer equipment-empowered by a collaborative team, supportive leadership, and a strong organizational commitment to diversity, cultural humility, and caregiver well-being. *Must reside in Washington, Oregon, or Alaska. PeaceHealth will provide the caregiver with necessary computer equipment. It is the responsibility of the caregiver to provide Internet access. PeaceHealth's Total Rewards package supports your physical, emotional, financial, social, and spiritual wellbeing. Benefits include: Pay Range: $48.52 - $72.78/hour Full medical, dental, and vision coverage 403(b) retirement plan with employer base and matching contributions Paid time off and paid disability & life insurance (with buy-up options) Tuition reimbursement and continuing education support Robust wellness benefits, EAP, and expanded mental health programs A culture grounded in Inclusivity, Respect for Diversity, and Cultural Humility What You'll Do Coordinate accurate patient status identification and documentation Ensure correct admission status and reimbursement",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-08-21T09:37:42.316921
NURSE NAVIGATOR - NEUROSURGERY,Methodist Health System,2026-08-20,Remote,On-site,Full-time,Days,Must Be Licensed In: Texas,$0 - $0 Salary,"Hours of Work : 40 Days Of Week : Mon-Fri Work Shift : Job Description : Your Job: Oversees and addresses patient clinical inquiries, working closely with the Practice Administrator, Providers and staff to ensure clinical efficiency, quality patient care and excellent patient experience. EDUCATION, EXPERIENCE AND SKILLS Education: Bachelors of Science in Nursing administration is required. Licensure: Current licensure in the state of employment. Experience: 2-3 years preferred. Certifications: BLS and ACLS within 90 days of hire/transfer. Your Job Responsibilities:* Communicate clearly and openly* Build relationships to promote a collaborative environment* Be accountable for your performance* Always look for ways to improve the patient experience* Take initiative for your professional growth* Be engaged and eager to build a winning team Methodist Medical Group is the North Texas physician organization affiliated with Methodist Health System. Our fast-growing network of providers includes more than 92 MMG ambulatory clinics, an urgent care clinic, and a virtual care service known as MethodistNOW. Our employees enjoy not only competitive salaries but also the outstanding benefits package of Methodist Health System, which includes medical, dental, and vision insurance; a matched retirement plan; an employee wellness program; and more. The opportunities for career growth are equally generous. Our affiliation means being part of an award-winning workplace: Newsweek's America's Most Admired Workplaces 2026 Glassdoor's Best-Led Companies 2025 Fortune's Best Workplaces in Health Care 2025 Great Place to Work Certified 2026-2026 Glassdoor's Best Places to Work 2025 TIME's Best Companies for Future Leaders 2025 Military Friendly - Gold Employer 2025 Newsweek's America's Greatest Workplaces for Mental Well-Being 2025 Becker's Healthcare Top Places to Work in Healthcare 2025 Newsweek's Greatest Workplaces 2025",https://app.nursefern.com,Case Management (CM),NurseFern,2026-08-21T09:37:44.421135
