job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
RN Clinical Informatics Coordinator ONSITE,HCA Healthcare,2026-01-08,,On-site,Regular | Perm Employee,Regular | Perm Employee,ON-SITE,,"DescriptionIntroductionAre you passionate about the patient experience? At HCA Healthcare, we are committed to caring for patients with purpose and integrity. We care like family! Jump-start your career as a(an) Coord CPOE today with HCA Florida Osceola Hospital.BenefitsHCA Florida Osceola Hospital offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include:Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation.Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more.Free counseling services and resources for emotional, physical and financial wellbeing401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service)Employee Stock Purchase Plan with 10% off HCA Healthcare stockFamily support through fertility and family building benefits with Progyny and adoption assistance.Referral services for child, elder and pet care, home and auto repair, event planning and moreConsumer discounts through Abenity and Consumer DiscountsRetirement readiness, rollover assistance services and preferred banking partnershipsEducation assistance (tuition, student loan, certification support, dependent scholarships)Colleague recognition programTime Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence)Employee Health Assistance Fund that offers free employee-only coverage to full-time and part-time colleagues based on income.Learn more about Employee BenefitsNote: Eligibility for benefits may vary by location.Come join our team as a(an) Coord CPOE. We care for our community! Just last year, HCA Healthcare and our colleagues donated $13.8 million dollars to charitable organizations. Apply Today!Job Summary and QualificationsThis position is responsible for supporting the successful implementation and sustainability of Advanced Clinicals - Meditech through educational and clinical applications. The position is responsible for the initial end user training in the use of Advanced Clinicals - Meditech, the ongoing educational support to ensure adoption and integration. The DQM is responsible for coordinating the completion of project assessments, quality of data input by users, verification of appropriate sign off of orders within the computerized system and as a resource to the Director of Clinical Informatics in program roll outs and ongoing maintenance. This individual will work with facility, division and corporate peers to ensure Advanced Clinicals data is correct and appropriate and meaningful use is achieved throughout the facility.Essential Functions:Manage unsigned orders in MEDITECH concurrently and post discharge.Manage unsigned PDoc Notes concurrently.Manage incorrectly signed and rejected orders in MEDITECH concurrently and post discharge.Collaborate with physicians to correct erroneous PDoc entries or supervise physician assignment in MEDITECH. Resolution of complex issues and requests escalated from the division service desk or other division or facility service resources.Acts as a liaison to clinicians, physician level providers, and the HIM to collaborate for resolutions at the source of data quality issues.Establish data integrity auditing process.Participate in training activities for Advanced Clinicals. Assists the DCI in planning and completing individual training objectives for all user groups. Assist the DCI with retraining providers on the EHR.Provides initial orientation to Advanced Clinicals for all new and existing providers; to include elbow-to-elbow rounding support.Identifies and reports system or build issues that negatively affect adoption and/or performance.Assist the DCI in the process improvement of improving usage of electronic health record (EHR).What qualifications you will need:Associate Degree6 months or more CPOE nursing informatics or equivalent experience required with CPOE Train-the Trainer level knowledge/expertise.FL RN Licensure required or obtained within 90 days of hire if licensed with applicable RN Compact Licensure.1 - 3 years of experience working with electronic health record systems.1 - 3 years of teaching experience required.HCA Florida Osceola Hospital is a 404-bed tertiary care hospital. We are accredited by the Joint Commission and are a Level II Trauma Center. We are a teaching hospital in collaboration with UCF College of Medicine. Our hospital is conveniently and centrally located in the Heart of Kissimmee. We are only minutes from Orlando, St. Cloud, Celebration, a...",https://click.appcast.io/t/CNOjI1WiGZII24FW_JEyyufSA7hiifqWNaT3-OUrZiiZiaL00viOcKPXGXoCJaiu,"Informatics, Registered Nurse | RN, Sponsored",Remote Nurse Connection,2026-01-09T09:29:32.530614
PERINATAL NURSE (PER DIEM),Oula Health,2026-01-08,Remote,Remote,Contract,,Must Be Licensed In: Compact,,"Oula delivers maternity care built around our patients - offering comprehensive support before, during, and after pregnancy. With fewer C-sections and higher VBAC success rates, our research-backed approach is delivering better outcomes. Our team of trusted midwives, OBGYNs and dedicated care navigators ensure our patients get the type of care they need in the moments that matter most. Since launching in 2021, we've expanded our services to include Preconception and Miscarriage Care, Pregnancy Care, Hospital-Based Delivery, Postpartum Support, and Gynecology. We have 3 clinics in New York, with exciting expansion on the Horizon! Come join our team of clinicians, innovators, operators, and technologists, passionate about setting a new standard in maternity care. We are looking for a Per Diem Remote Perinatal Nurse to support our patients in between their visits at our clinic. This is a temporary, part-time role (16 weeks), starting January 29 through May 21, with a schedule of up to 20 hours per week. We're searching for someone empathetic and detail-oriented to answer patient questions, review labs and imaging results, and support care coordination to provide high-quality, patient-centric care. You will work directly with our provider and virtual experience teams to provide a best-in-class experience for our patients. This role reports to the Lead Virtual NP. Key Responsibilities: Provide first-line review for all lab and imaging results, including communicating with patients regarding results per Oula clinical policy Answer inbound clinical questions from patients via messages in the Oula Patient Portal and phone calls within RN scope of practice Lead clinical portions of our new patient screening and onboarding process, including review of risk factors/medical history as needed and review of medical records for patients transferring care to Oula Partner with OB, midwife, NP, and care coordination teams to deliver high-quality continuity of care for our patients",https://app.nursefern.com,"Case Management (CM), Triage",NurseFern,2026-01-09T09:30:11.051355
NURSE NAVIGATOR,DispatchHealth,2026-01-08,Remote,Remote,Full-time,Days,Must Be Licensed In: State Of Residency,,"The RN Navigator serves a pivotal role in bringing care to the patient's home as an alternative to hospitalization. The ideal candidate brings a passion for human connection and the coordination of health care beyond just the clinical needs. The Nurse Navigator is a patient advocate who focuses on the transition from high acuity care back to the care of their established healthcare providers. This role is pivotal in assessing each patient's whole health journey by providing comprehensive clinical care coordination as well as identifying social determinants of health (SDOH) challenges and making patient-centered connections to ease them. The Navigator serves a primary point of contact for patients and care providers throughout their recovery. The opportunity for this position is to contribute to the creation and refinement of a novel care model while helping reduce readmission rates, increase patient success, decrease emergency room utilization, and increase the patient and provider experience. What You'll Do Remote case management of the DispatchHealth patient in their transition stage with the goal of preventing readmission and preparing them for a safe handoff to their established community providers. Establish a collaborative relationship with the patient and their family to identify needs, ensure appropriate access to resources/services, address social determinants of health, and facilitate a safe care transition. Autonomously screen and monitor for signs of illness recurrence and activate appropriate resources based on clinical evaluation and judgement. Coach the patient to reach their optimum level of wellness, self-management, and functional capability. Assess health learning preferences and/or barriers and provide individualized resources and tailored education via the most appropriate modality for each patient. Participate in daily interdisciplinary huddles, collecting and offering case management expertise and ensuring progress toward patient goals.",https://app.nursefern.com,Case Management (CM),NurseFern,2026-01-09T09:30:13.137153
CLINICAL REVIEW CLINICIAN - APPEALS,Centene,2026-01-08,Remote,Remote,Full-time,Days,"Must Be Licensed In: Texas, Compact",$27.02 - $48.55,"You could be the one who changes everything for our 28 million members as a clinical professional on our Medical Management/Health Services team. Centene is a diversified, national organization offering competitive benefits including a fresh perspective on workplace flexibility. RN Strongly Preferred - Compact RN License Required 100% Remote Business Hours are 8a - 6p CST. Shifts include one weekend day Position Purpose: Performs clinical reviews needed to resolve and process appeals by reviewing medical records and clinical data to determine medical necessity for services in accordance with policies, guidelines, and National Committee for Quality Assurance (NCQA) standards. Prepares case reviews for Medical Directors by researching the appeal, reviewing applicable criteria, and analyzing the basis for the appeal Ensures timely review, processing, and response to appeal in accordance with State, Federal and NCQA standards Communicates with members, providers, facilities, and other departments regarding appeals requests Generates appropriate appeals resolution communication and reporting for the member and provider in accordance with company policies, State, Federal and NCQA standards Works with leadership to increase the consistency, efficiency, and appropriateness of responses of all appeals requests Partners with interdepartmental teams to improve clinical appeals processes and procedures to prevent recurrences based on industry best practices Performs other duties as assigned Complies with all policies and standards Education/Experience: Requires Graduate from an Accredited School of Nursing or Bachelor's degree in Nursing and 2 - 4 years of related experience. Knowledge of NCQA, Medicare and Medicaid regulations preferred. Knowledge of utilization management processes preferred. License/Certification: LPN - Licensed Practical Nurse - State Licensure required or LVN - Licensed Vocational Nurse required or RN - Registered Nurse - State Licensure and/or Com",https://app.nursefern.com,"Utilization Review & Management (UR/UM), Denials & Appeals",NurseFern,2026-01-09T09:30:15.235014
RN MANAGED CARE COORDINATOR I - UTILIZATION MANAGEMENT,BlueCross BlueShield of South Carolina,2026-01-08,Remote,Remote,Full-time,Days,"Must Be Licensed In: South Carolina, Compact",$0 - $0,"We are currently hiring for a Managed Care Coordinator I to join BlueCross BlueShield of South Carolina. In this role as a Managed Care Coordinator I, you will review and evaluate medical or behavioral eligibility regarding benefits and clinical criteria by applying clinical expertise, administrative policies, and established clinical criteria to service requests. Utilizes clinical proficiency and claims knowledge/analysis to assess, plan, implement, coordinate, monitor, and evaluate medical necessity and/or care plan compliance, options, and services required to support members in managing their health, chronic illness, or acute illness. Utilizes available resources to promote quality, cost effective outcomes. Description Location This position is full time (40 hours/week) Monday-Friday from 8:30am - 5:00pm EST and will be fully remote. The candidate may be asked to report on-site occasionally for trainings, meetings, or other business needs. What You'll Do: Performs medical or behavioral review/authorization process. Ensures coverage for appropriate services within benefit and medical necessity guidelines. Evaluates outcomes of plans, eligibility, level of benefits, place of service, length of stay, and medical necessity regarding requested services and benefit exceptions. May initiate/coordinate discharge planning or alternative treatment plans as necessary and appropriate. Ensures accurate documentation of clinical information to support and determine medical necessity criteria and contract benefits. Utilizes allocated resources to back up review determinations. Identifies and makes referrals to appropriate staff (Medical Director, Case Manager, Preventive Services, Subrogation, Quality of Care Referrals, etc.). Participates in data collection/input into system for clinical information flow and proper claims adjudication. Demonstrates compliance with all applicable legislation and guidelines for all regulatory bodies, which may include but is not limited",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-01-09T09:30:17.322201
"RN CARE MANAGER - REMOTE, NATIONWIDE",Humana,2026-01-08,Remote,Remote,Full-time,Days,Must Be Licensed In: Compact,"$71,100 - $97,800","The Care Manager, Telephonic Nurse 2 employs a variety of strategies, approaches and techniques to manage a member's physical, environmental and psycho-social health issues. Identifies and resolves barriers that hinder effective care. Ensures patient is progressing towards desired outcomes by continuously monitoring patient care through assessments and/or evaluations. The first 4 weeks of training will be from 8:30AM to 5:00PM EST. No time off is permitted during the first month of training. Following training, the start time is 10:00AM EST. Our nurses are titled Care Managers, because our case management services are centered on the person rather than the condition. We contact members with multiple chronic conditions as well as financial and functional barriers in order to assist them in achieving and maintaining optimum health. We provide telephonic outreach to assess and support their health, offering education, identifying resources, and helping remove barriers to achieving health and independence, while using a multidisciplinary team. This position will be part of our Special Needs Program (SNP) team. All of our SNP RN Care Managers are work at home associates, working from a dedicated home office space. Work at home care managers are responsible for meeting quality and productivity measures daily and maintaining working home internet at all time with demonstrated advanced communication and interpersonal skills. This is a very compliance driven and highly visible program at Humana. The nature of the work requires telephonic interaction with members during the majority of the business day, primarily through an auto dialer system. Environment is fast paced and requires ability to engage quickly with member while concurrently navigating multiple computer applications. Due to the auto dialer process and compliance needs of the business there is limited day to day flexibility in care manager's schedule. Duties: Telephonically assess Medicare, Medicaid, and/",https://app.nursefern.com,Case Management (CM),NurseFern,2026-01-09T09:30:19.404620
VIRTUAL UTILIZATION REVIEW SPECIALIST - WEEKENDS,Ensemble,2026-01-08,Remote,Remote,Full-time,"10hr shifts, Weekends",Must Be Licensed In: State Of Residency,$32.65 - $35.95,"The Opportunity: CAREER OPPORTUNITY OFFERING: Bonus Incentives Paid Certifications Tuition Reimbursement Comprehensive Benefits Career Advancement This position pays between $32.65 - $35.95/hr final compensation will be based on experience $$ Shift Differential for Select Shifts $$ **Must have Current unrestricted LPN or RN license (required) or RN compact license (preferred)** We are seeking Virtual Utilization Review Specialists who are interested in compressed, weekend work schedules. The schedules we are offering include: Work Schedule: Full-time: Friday, Saturday, Sunday: 7:00 AM - 7:00 PM with a 4 hour shift on Wednesday Part-time: Saturday and Sunday: 10 hour shift each day Resource Utilization Utilizes proactive triggers (diagnoses, cost criteria, and complications) to identify potential over/under utilization of services Initiates appropriate referral to physician advisor in a timely manner Understands proper utilization of health care resources and assists with identifying barriers to patient progress and collaborates with the interdisciplinary team Collaborates with financial clearance center, patient access, financial counselors and/or business office regarding billing issues related to third party payers Medical Necessity Determination Conducts medical necessity review of all admissions. Utilizes approved clinical review criteria to determine medical necessity for admissions including appropriate patient status and continued stay reviews, possibly from an offsite location Provides inpatient and observation (if indicated) clinical reviews for commercial carriers to the Financial Clearance Center (FCC) within one business day of admission Communicates all medical necessity review outcomes to in-house care management staff and relevant parties as needed Collaborates with the in-house staff and/or physician to clarify information, obtain needed documentation, present opportunities and educate regarding appropriate level of car",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2026-01-09T09:30:23.572140
RN CARE MANAGER INPATIENT FULL TIME (10HRS),"Martin Luther King, Jr. Community Hospital",2026-01-08,Remote,On-site,Full-time,Days,Must Be Licensed In: California,$49.07 - $76.06,"If you are interested please apply online and send your resume to yadeleon@mlkch.org POSITION SUMMARY The purpose of the Case Manager I position supports the physician and interdisciplinary team in facilitating patient care, with the underlying objective of enhancing the quality of clinical outcomes and patient satisfaction while managing the cost of care and providing timely and accurate information to payors. The role integrates and coordinates the functions of utilization management, care progression and care transition. The Case Manager I is accountable for a designated patient caseload and plans effectively to meet patient needs, manage the length of stay, and promote efficient utilization of resources. Specific functions within this role include: Facilitation of precertification and payor authorization processes Facilitation of the collaborative management of patient care across the continuum, intervening as necessary to remove barriers to timely and efficient care delivery and reimbursement Application of process improvement methodologies in evaluating outcomes of care Coordinating communication with physicians. The role reflects appropriate knowledge of RN scope of practice, current state requirements, CMS Conditions of Participation, EMTALA, The Patient Bill of Rights, AB1203 and other Federal or State regulatory agency requirements specific to Utilization Review and Discharge Planning. The Care Manager partners with the medical staff, utilizes scientific evidence for best practices, and relevant data to manage the care of the patient over the continuum of their hospitalization. These activities include admission, continued, extended and discharge reviews in all reimbursement categories to determine medical necessity, assure high quality of care and efficient utilization of available healthcare resources, facilities and services. This position requires the full understanding and active participation in fulfilling the Mission of Martin Luther King, Jr. C",https://app.nursefern.com,,NurseFern,2026-01-09T09:30:25.656382
REGIONAL NURSE EDUCATION SPECIALIST - RN,Genesis Healthcare,2026-01-08,Remote,Remote,Full-time,Days,Must Be Licensed In: New Jersey,"$150,000 - $170,000","Overview: At Genesis Healthcare, we are dedicated to improving the lives we touch through the delivery of high-quality care and exceptional service. As a leading provider in the long-term care industry, we believe in fostering a collaborative, inclusive and supportive work environment where every team member is valued and empowered to make a difference. Whether you're an experienced professional or just starting your career, we offer opportunities for growth, development, and advancement in a range of roles. Join us in our mission to enhance the well-being of our patients and residents while making a meaningful impact in the communities we serve. Responsibilities: Are you a passionate, results-driven nursing educator ready to make a significant impact on clinical outcomes and staff competency? Join our team as a Market Nurse Education Specialist and play a vital role in shaping the future of high-quality, person-centered care across our Skilled Nursing Facilities (SNFs) in your assigned market. This role is critical for ensuring our nursing teams are equipped with evidence-based knowledge, skills, and best practices needed to deliver safe, compliant, and exceptional care. You will be a clinical resource, a mentor, and a leader in fostering a culture of continuous learning and professional growth. Position Highlights *Lead Educational Strategy: Lead the development and implementation of standardized clinical education strategies that utilize current nursing theory, evidence, and regulatory requirements to foster improved clinical outcomes and advanced competency. *Program Delivery: Coordinate and deliver comprehensive clinical education programs, including new employee orientation, annual competencies, and targeted skills training (e.g., wound care, infection control, IV therapy, cardiac monitoring). *Needs Assessment: Conduct system and site needs assessments to identify educational gaps, prioritize initiatives, and develop curricula that address the professio",https://app.nursefern.com,Education,NurseFern,2026-01-09T09:30:27.740065
Regional Clinical Nurse (RN),Concept Rehab & Engage Consulting,2026-01-02,,Hybrid,Regular | Perm Employee,Regular | Perm Employee,"Hybrid, Local or Regional Travel",,"DescriptionRegional Clinical Nurse (RN)Northwest Ohio | HybridA growing healthcare organization is seeking an experiencedRegional Clinical Nurse (RN)to provide clinical oversight and leadership acrossmultiple Skilled Nursing FacilitiesinNorthwest Ohio. This role is ideal for a seasoned clinical leader withregional, multi-site experience and prior DON experiencewho thrives in a hybrid environment.Position Overview:The Regional Clinical Nurse partners closely with facility leadership teams to ensure consistent clinical excellence, regulatory compliance, and strong quality outcomes across the region. Thishybrid positionincludes both on-site facility support and remote work.Key Responsibilities:Provide regional clinical oversight to multiple SNF locationsSupport, mentor, and guide DONs, ADONs, and nursing leadership teamsEnsure compliance with state and federal regulations and CMS standardsLead and support survey readiness, mock surveys, and plans of correctionMonitor quality metrics, infection control, and clinical outcomesImplement and standardize clinical policies, procedures, and best practicesServe as a clinical resource during leadership transitions or operational challengesQualifications:ActiveRN license(Ohio required; compact/multi-state preferred)Previous Director of Nursing (DON) experience requiredRegional or multi-site SNF experience requiredStrong knowledge of CMS regulations, surveys, and QAPI processesProven leadership, coaching, and problem-solving skillsAbility to travel throughoutNorthwest Ohioas neededComfortable working independently in a hybrid roleWhat's Offered:Hybrid work structureComprehensive benefits package (medical, dental, vision, PTO, retirement)Opportunity to make a meaningful regional impact and support multiple care teamsRequirementsNorthwest OH-Regional with prior DON and Multisite experience. Hybrid position to partner with Engage Consulting-Talk w/KSFacilities include: Old Orchard/Merritt House etc",https://recruiting.paylocity.com/Recruiting/Jobs/Details/3807173,"Long Term Care, Management | Leadership, Registered Nurse | RN",Remote Nurse Connection,2026-01-09T09:29:33.031812
