job_title,company,date_posted,location,remote_status,employment_type,schedule,license_requirements,salary_range,job_description,apply_link,specialties,source_site,scraped_at
CLINICAL CARE NAVIGATOR- PART TIME,Lyra Health,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: State Of Residency,$38.65 - $38.65,"Lyra Health is the leading provider of mental health solutions for employers supporting more than 20 million people globally. The company has delivered 13 million sessions of mental health care, published more than 20 peer-reviewed studies, and delivered unmatched outcomes in terms of access, clinical effectiveness and cost efficiency. Extensive peer-reviewed research confirms Lyra's transformative care model helps people recover twice as fast and results in a 26% annual reduction in overall healthcare claims costs. Lyra is transforming access to life-changing mental health care through Lyra Empower, the only fully integrated, AI-powered platform combining the highest-quality care and technology solutions. About the Role As a Clinical Care Navigator, you'll be doing the important, meaningful work of managing crises, providing in-the-moment phone support to clients with complex behavioral health issues, ensuring client safety, and connecting clients to high-quality, evidence-based providers and facilities. This position does not involve providing in-person services or therapy but instead focuses on supporting clients in connecting to care, exclusively by phone and email. This role may be for you if you are an excellent written and verbal communicator, an ace at time management, skilled with crisis management, and passionate about connecting individuals to excellent care. It's important that you're comfortable adopting new technology platforms and have a growth mindset. We're all here for the same goal: to improve access to the highest quality mental health care for our clients-when they need it most. You must be able to work one the following shift(s): Monday-Friday 9:00am - 1:00pm PT Responsibilities Using evidence-based interventions, skillfully manage client crises, providing brief risk assessment, safety planning, and de-escalation with the goal of connecting the client to treatment Identify roadblocks to clinical care options for our clients using Lyra's p",https://app.nursefern.com,"Health Coach, Triage",NurseFern,2025-12-23T10:59:44.859283
CASE MGR BEHAVIORAL HEALTH (CRISIS TRIAGE) - REMOTE (PA/NJ/DE),Independence Blue Cross,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: Pennsylvania,$0 - $0,"Shift: Mon.-Thurs. 12:15-8:30pm, Fri. 10:45a-7pm Bring your drive for excellence, team orientation and customer commitment to Independence Blue Cross; help us renew and reimagine our business and shape the future of health care. Our organization is looking to diversify, grow, innovate and serve, and we are looking for committed, empowered learning-oriented people to join our team. If this describes you, we want to speak with you. Job Summary: Behavioral Health Triage Case Manager position works with at- risk members to facilitate clinically appropriate linkages to care. Triage Case Managers collaborate on care plan development and coordination with members and members health care team including physicians by screening, assessing, planning, facilitating, monitoring and giving input when adjustment is needed, and advocating for the member on an individual basis. Case Managers use clinical and motivational interviewing skills to assess member's need including crisis intervention to navigate and connect members to timely and effective services. Triage Case Managers work with the member to identify and address barriers to member's adherence to standards of evidence -based medicine. The case manager facilitates communication between the patient, family, and members of the health care team while acting as an educator and link between the patient, providers and the plan, ensuring high quality, cost-effective services are delivered. Helps members coordinate care and navigate the healthcare system. Key Responsibilities: Provides telephone triage, crisis intervention and care navigation for at-risk members with mental health and/or substance use concerns Demonstrates the ability to engage with members, and families, effectively assessing needs; providing evidence informed information, resources, and navigation to promote accurate and timely access to appropriate behavioral health services Skillfully deescalates callers, provides brief supportive counseling and t",https://app.nursefern.com,Case Management (CM),NurseFern,2025-12-23T10:59:46.958494
CLINICAL UTILIZATION MANAGEMENT NURSE - PER DIEM,UnitedHealth Group,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: Wisconsin,$28.27 - $50.48,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together. The Clinical Utilization Management Nurse (PRN) is responsible for performing utilization review activities on an as-needed basis to ensure appropriate use of medical resources, compliance with regulatory requirements, and adherence to clinical best practices. This role supports acute hospital utilization management, helps prevent payer denials, and contributes to maintaining revenue integrity. The nurse collaborates with physicians, case managers, and interdisciplinary teams to promote efficient, high-quality patient care. Essential Duties and Responsibilities: Perform admission, concurrent, and discharge reviews to determine medical necessity and appropriate level of care Apply InterQual/MCG criteria and payer guidelines to support clinical decisions Communicate with physicians and care teams to address documentation gaps and ensure compliance with CMS and commercial payer requirements Assist in peer-to-peer review coordination by gathering necessary documentation for payer discussions Document utilization review findings in electronic medical records and utilization management systems Participate in interdisciplinary rounds and collaborate on discharge planning to reduce avoidable days and length of stay Monitor and escalate potential or actual payer denials for timely resolution Perform documentation audits to ensure completeness and accuracy related to utilization criter",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2025-12-23T10:59:49.052533
RN MEDICAL REVIEWER III,BlueCross BlueShield of South Carolina,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: North Carolina,$0 - $0,"Performs medical reviews using clinical/medical information provided by physicians/providers and established criteria/protocol sets or clinical guidelines. Documents decisions using indicated protocol sets or clinical guidelines. Provides support and review of medical claims and utilization practices. Description Logistic: Palmetto GBA - one of BlueCross BlueShield's South Carolina subsidiary companies. Location: This position is full-time (40 hours/week) Monday through Friday in a typical office environment. This role is remote position for South Carolina, Georgia, North Carolina or Alabama. What You'll Do: Perform medical claim reviews for one or more of the following: claims for medically complex services, services that require preauthorization/predetermination, requests for appeal or reconsideration, referrals for potential fraud and/or abuse, correct coding for claims/operations. Make reasonable charge payment determinations based on clinical/medical information and established criteria/protocol sets or clinical guidelines. Determine medical necessity and appropriateness and/or reasonableness and necessity for coverage and reimbursement. Monitors process's timeliness in accordance with contractor standards. Document medical rationale to justify payment or denial of services and/or supplies. Educate internal/external staff regarding medical reviews, medical terminology, coverage determinations, coding procedures, etc. in accordance with contractor guidelines. Participate in quality control activities in support of the corporate and team-based objectives. Provide guidance, direction, and input as needed to LPN team members. Provides education to non-medical staff through discussions, team meetings, classroom participation, and feedback. Assists with special projects and specialty duties/responsibilities as assigned by management. To Qualify for This Position, You'll Need the Following: Required Education: Associate's in a job related field Degree",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2025-12-23T10:59:51.137646
ADVANCED CARE AT HOME RN- 8HR SHIFTS 3:30P-12A,Hicuity Health,2025-12-22,Remote,Remote,Full-time,,"Must Be Licensed In: California, Compact",$0 - $0,"Join our team as a Work from Home - Remote - Hospital Care at Home (Advanced Care at Home) RN. As the leading high acuity telemedicine provider in the United States, we are seeking a highly motivated and talented individual to join our team of high performing Clinical Support professionals as a Hospital Care at Home (ACAH) RN. In this role, you will be responsible for providing high-quality patient care to various patient populations within the framework of the Advanced Care at Home program and includes the following key elements: You Will Utilize monitoring, assessment, planning, intervention and critical thinking skills to care for acute care patient populations in the home Navigate patients and families across the continuum of the program's phases of care Monitor and responding to biometric data per program protocols Conduct home and audio/visual patient care visits as directed by the care team and/or protocol Ensure all interventions in the patient's care plan are implemented efficiently with a patient centered approach Leverage the resources and expertise of the team and our supplier partners to implement collaborative workflows, standards, policies, protocols, guidelines and documentation systems to support safe, reliable, high-quality, evidence-based care with clinical protocols as the foundation Adhere to the clinical protocols and be willing to obtain the necessary training to provide care within the context of the providing evidence-based care Promote professional practice and a culture of safety; willingness to engage in process improvement efforts Obtain certifications as required by Hicuity Health What We're Looking For Must have an active, unencumbered California state license. RN Compact (multi-state) license in addition to a CA preferred. Three (3) years RN experience. Med/Surg or Nursing experience in the inpatient hospitalized setting required. Clinical knowledge. Able to promote patient safety and a positive patient experience. Flexible and c",https://app.nursefern.com,Virtual Care,NurseFern,2025-12-23T10:59:53.214084
REGISTERED NURSE RN COORD STROKE PROGRAM,HCA,2025-12-22,Remote,On-site,Full-time,,Must Be Licensed In: Texas,$0 - $0,"Description Introduction Do you want to be appreciated daily? Our nurses are celebrated for being on the front line, empathetic for patients. At HCA Houston Healthcare Tomball our nurses set us apart from any other healthcare provider. We are seeking a(an) Coord Stroke Program to join our healthcare family. Benefits HCA Houston Healthcare Tomball, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include: Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation. Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more. Free counseling services and resources for emotional, physical and financial wellbeing 401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service) Employee Stock Purchase Plan with 10% off HCA Healthcare stock Family support through fertility and family building benefits with Progyny and adoption assistance. Referral services for child, elder and pet care, home and auto repair, event planning and more Consumer discounts through Abenity and Consumer Discounts Retirement readiness, rollover assistance services and preferred banking partnerships Education assistance (tuition, student loan, certification support, dependent scholarships) Colleague recognition program Time Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence) Employee Health Assistance Fund that offers free employee-only coverage to full-time and part-time colle",https://app.nursefern.com,Quality,NurseFern,2025-12-23T10:59:55.310542
QUALITY COORD PROG ACCRED RN,HCA,2025-12-22,Remote,On-site,Full-time,,Must Be Licensed In: Florida,$0 - $0,"Description Introduction Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below:Quality Coord Prog Accred RNHCA Florida Englewood Hospital Benefits HCA Florida Englewood Hospital offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include: Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation. Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more. Free counseling services and resources for emotional, physical and financial wellbeing 401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service) Employee Stock Purchase Plan with 10% off HCA Healthcare stock Family support through fertility and family building benefits with Progyny and adoption assistance. Referral services for child, elder and pet care, home and auto repair, event planning and more Consumer discounts through Abenity and Consumer Discounts Retirement readiness, rollover assistance services and preferred banking partnerships Education assistance (tuition, student loan, certification support, dependent scholarships) Colleague recognition program Time Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence) E",https://app.nursefern.com,Quality,NurseFern,2025-12-23T10:59:57.398453
CLINICAL CARE NAVIGATOR- PART TIME,Lyra Health,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: State Of Residency,$38.65 - $38.65,"Lyra Health is the leading provider of mental health solutions for employers supporting more than 20 million people globally. The company has delivered 13 million sessions of mental health care, published more than 20 peer-reviewed studies, and delivered unmatched outcomes in terms of access, clinical effectiveness and cost efficiency. Extensive peer-reviewed research confirms Lyra's transformative care model helps people recover twice as fast and results in a 26% annual reduction in overall healthcare claims costs. Lyra is transforming access to life-changing mental health care through Lyra Empower, the only fully integrated, AI-powered platform combining the highest-quality care and technology solutions. About the Role As a Clinical Care Navigator, you'll be doing the important, meaningful work of managing crises, providing in-the-moment phone support to clients with complex behavioral health issues, ensuring client safety, and connecting clients to high-quality, evidence-based providers and facilities. This position does not involve providing in-person services or therapy but instead focuses on supporting clients in connecting to care, exclusively by phone and email. This role may be for you if you are an excellent written and verbal communicator, an ace at time management, skilled with crisis management, and passionate about connecting individuals to excellent care. It's important that you're comfortable adopting new technology platforms and have a growth mindset. We're all here for the same goal: to improve access to the highest quality mental health care for our clients-when they need it most. You must be able to work one the following shift(s): Monday-Friday 9:00am - 1:00pm PT Responsibilities Using evidence-based interventions, skillfully manage client crises, providing brief risk assessment, safety planning, and de-escalation with the goal of connecting the client to treatment Identify roadblocks to clinical care options for our clients using Lyra's p",https://app.nursefern.com,"Health Coach, Triage",NurseFern,2025-12-23T11:26:13.308109
CASE MGR BEHAVIORAL HEALTH (CRISIS TRIAGE) - REMOTE (PA/NJ/DE),Independence Blue Cross,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: Pennsylvania,$0 - $0,"Shift: Mon.-Thurs. 12:15-8:30pm, Fri. 10:45a-7pm Bring your drive for excellence, team orientation and customer commitment to Independence Blue Cross; help us renew and reimagine our business and shape the future of health care. Our organization is looking to diversify, grow, innovate and serve, and we are looking for committed, empowered learning-oriented people to join our team. If this describes you, we want to speak with you. Job Summary: Behavioral Health Triage Case Manager position works with at- risk members to facilitate clinically appropriate linkages to care. Triage Case Managers collaborate on care plan development and coordination with members and members health care team including physicians by screening, assessing, planning, facilitating, monitoring and giving input when adjustment is needed, and advocating for the member on an individual basis. Case Managers use clinical and motivational interviewing skills to assess member's need including crisis intervention to navigate and connect members to timely and effective services. Triage Case Managers work with the member to identify and address barriers to member's adherence to standards of evidence -based medicine. The case manager facilitates communication between the patient, family, and members of the health care team while acting as an educator and link between the patient, providers and the plan, ensuring high quality, cost-effective services are delivered. Helps members coordinate care and navigate the healthcare system. Key Responsibilities: Provides telephone triage, crisis intervention and care navigation for at-risk members with mental health and/or substance use concerns Demonstrates the ability to engage with members, and families, effectively assessing needs; providing evidence informed information, resources, and navigation to promote accurate and timely access to appropriate behavioral health services Skillfully deescalates callers, provides brief supportive counseling and t",https://app.nursefern.com,Case Management (CM),NurseFern,2025-12-23T11:26:15.395817
CLINICAL UTILIZATION MANAGEMENT NURSE - PER DIEM,UnitedHealth Group,2025-12-22,Remote,Remote,Full-time,,Must Be Licensed In: Wisconsin,$28.27 - $50.48,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together. The Clinical Utilization Management Nurse (PRN) is responsible for performing utilization review activities on an as-needed basis to ensure appropriate use of medical resources, compliance with regulatory requirements, and adherence to clinical best practices. This role supports acute hospital utilization management, helps prevent payer denials, and contributes to maintaining revenue integrity. The nurse collaborates with physicians, case managers, and interdisciplinary teams to promote efficient, high-quality patient care. Essential Duties and Responsibilities: Perform admission, concurrent, and discharge reviews to determine medical necessity and appropriate level of care Apply InterQual/MCG criteria and payer guidelines to support clinical decisions Communicate with physicians and care teams to address documentation gaps and ensure compliance with CMS and commercial payer requirements Assist in peer-to-peer review coordination by gathering necessary documentation for payer discussions Document utilization review findings in electronic medical records and utilization management systems Participate in interdisciplinary rounds and collaborate on discharge planning to reduce avoidable days and length of stay Monitor and escalate potential or actual payer denials for timely resolution Perform documentation audits to ensure completeness and accuracy related to utilization criter",https://app.nursefern.com,Utilization Review & Management (UR/UM),NurseFern,2025-12-23T11:26:17.474589
